rank,id,player,team,pos,gp,third_pass_yds,third_pass_td,third_pass_int,third_rush_yds,third_rush_td,third_rec,third_rec_yds,third_rec_td,third_def_sck,third_def_int,third_fum_forced,third_fum_recovered,third_fpts_ppr_per_gp,third_fpts_ppr
252,22618,Marquez Stevenson,BUF,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
253,22235,Maurice Ffrench,LAC,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
254,21400,Steven Sims,PIT,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
255,19755,River Cracraft,SF,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
256,22415,Mason Kinsey,TEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
257,22608,Seth Williams,DEN,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
258,17289,Jake Kumerow,BUF,WR,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
259,20071,Keith Kirkwood,CAR,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
260,16798,Devin Smith,JAX,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
261,19811,Marcell Ateman,LV,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
262,20487,Brandon Powell,LAR,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
263,21741,Denzel Mims,NYJ,WR,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
264,21294,Alex Bachman,NYG,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
265,22340,Matt Cole,CAR,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
266,21169,Malik Taylor,GB,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
267,21731,John Hightower,PHI,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
268,21295,Nsimba Webster,CHI,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
269,19981,Daurice Fountain,KC,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
270,20838,Tyron Billy-Johnson,LV,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
271,22622,Racey McMath,TEN,WR,9,0,0,0,0,0,1,-1,0,0,0,0,0,-0.1,-1.1
